"Invalid attribute requested: %s","Thuộc tính không đúng theo yêu cầu: %s"
"Invalid attribute type","Loại thuộc tính không đúng"
"Invalid character encountered in increment ID: %s","Ký tự trong ID tăng thêm không đúng: %s"
"Invalid date","Ngày không đúng"
"Invalid default date","Ngày mặc định không đúng"
"Invalid default decimal value","Giá trị số nguyên mặc định không đúng"
"Invalid entity specified","Xác định thực thể không đúng"
"Invalid entity supplied.","Thực thể cung cấp không đúng."
"Invalid entity supplied: %s",":Thực thể cung cấp không đúng %s"
"Invalid entity type","Loại thực thể không đúng"
"Invalid entity_id, skipping the record.","ID_thực thể không đúng, bỏ qua bản ghi."
"Invalid entity_type specified: %s","Xác định loại_thực thể không đúng: %s"
"Invalid foreign key","Khóa ngoại không đúng"
"Invalid form type.","Loại form không đúng."
"Invalid joint fields","Trường không đúng"
"Invalid store specified","Xác định cửa hàng không đúng"
"Invalid type given. String expected","Loại đưa ra không đúng. Chuỗi ký tự dự kiến"
"Joined field with this alias is already declared","Trường đã tham gia với bí danh này đã được khai báo"
"Joint field or attribute expression with this alias is already declared","Trường đã tham gia hoặc thể hiện thuộc tính với bí danh này đã được khai báo"
"Letters","Chữ"
"Letters (a-z, A-Z) or Numbers (0-9)","Chữ (a-z, A-Z) hoặc Số (0-9)"
"Loaded %d records","Tải %d bản ghi"
"Maximum length of attribute code must be less then %s symbols","Chiều dài tối đa của mã thuộc tính phải ít hơn %s kí tự"
"Multiple Select","Chọn nhiều"
"No","Không"
"No options found in config node %s","Không có tùy chọn tìm thấy trong nút cấu hình %s"
"None","Không"
"Not shared with other products","Không được chia sẻ với các sản phẩm khác"
"Problem loading the collection, aborting. Error: %s","Vấn đề khi tải các bộ sưu tập, hủy bỏ. lỗi: %s"
"Problem saving the collection, aborting. Error: %s","Vấn đề khi lưu các bộ sưu tập, hủy bỏ. lỗi: %s"
"Required","Bắt buộc"
"Saved %d record(s).","Đã lưu %d (các) ban ghi."
"Source model ""%s"" not found for attribute ""%s""","Mô hình nguồn ""%s"" không được tìm thấy cho thuộc tính ""%s"""
"System","Hệ thống"
"Text Area","Vùng văn bản"
"Text Field","Trường văn bản"
"The value of attribute ""%s"" must be unique","Giá trị của thuộc tính ""%s"" phải là duy nhất"
"The value of attribute ""%s"" must be unique.","Giá trị của thuộc tính ""%s"" phải là duy nhất."
"This attribute is used in configurable products","Thuộc tính này đã được dùng trong sản phẩm cấu hình"
"URL","URL"
"Unique Value","Giá trị duy nhất"
"Unique Value (not shared with other products)","Giá trị duy nhất ( không chia sẻ với sản phẩm khác)"
"Unknown parameter","Không rõ tham số"
"Values Required","Giá trị yêu cầu"
"Wrong attribute group ID","ID nhóm thuộc tính sai"
"Wrong attribute set ID","ID tập thuộc tính sai"
"Wrong entity ID","ID thực thể sai"
"Wrong type definition for %s","Định nghĩa sai cho %s"
"Yes","Có"
"Yes/No","Có/Không"
