"Shopping Cart Price Rules","Quy tắc giá theo giỏ hàng"
"Special Price","Giá đặc biệt"
"Specific Coupon","Giảm giá đặc biệt"
"Status","Trạng thái"
"Stop Further Rules Processing","Dừng tiến trình thêm quy định"
"Store View Specific Labels","Xem nhãn cụ thể của cửa hàng"
"Subtotal","Tổng"
"Subtotal Amount","Số lượng tổng"
"The rule has been deleted.","Quy định đã xóa."
"The rule has been saved.","Quy định đã lưu."
"This rule no longer exists.","Quy định không tồn tại."
"Times Used","Thời gian sử dụng"
"To Date","Đến ngày"
"To Fixed Value","Để cố định giá trị"
"To Percentage","Để tỷ lệ"
"Total","Tổng"
"Total Amount","Tổng giá trị"
"Total Items Quantity","Tổng số lượng mục"
"Total Weight","Tổng trọng lượng"
"Unable to create requested Coupon Qty. Please check settings and try again.","Không thể tạo yêu cầu. Vui lòng kiểm tra và thử lại."
"Unable to find a rule to delete.","Không thể tìm thấy quy định để xóa."
"Update prices using the following information","Cập nhật giá sử dụng các thông tin sau"
"Update product %s %s: %s","Cập nhật sản phẩm %s %s: %s"
"Update the Product","Cập nhật sản phẩm"
"Use Auto Generation","Sử dụng tạo tự động"
"Used","Đã sử dụng"
"Uses per Coupon","Sử dụng cho mỗi phiếu giảm giá"
"Uses per Customer","Sử dụng cho mỗi khách hàng"
"Wrong rule specified.","Quy định sai chỉ định."
"Yes,""Có"
"total amount","tổng tiền"
"total quantity","tổng số lượng"
