"New Folder Name:","Tên thư mục mới:"
"New Page","Trang mới"
"No files found","Không tìm thấy tệp nào"
"Page Information","Thông tin trang"
"Page Layout","Giao diện trang"
"Page Status","Trạng thái trang"
"Page Title","Tiêu đề trang"
"Pages","Các trang"
"Product Tax Class Information","Thông tin thuế sản phẩm"
"Redirect to CMS-page if Cookies are Disabled","Chuyển hướng tới trang CMS nếu Cookies bị vô hiệu hóa"
"Relative to Website Base URL","Liên quan đến URL website cơ sở"
"Save Block","Lưu khối"
"Save Page","Lưu trang"
"Save Process","Lưu quá trình"
"Select Block...","Lựa chọn khối..."
"Select Page...","Lựa chọn trang..."
"Show Breadcrumbs for CMS Pages","Hiển thị thẻ điều hướng phụ cho các trang CMS"
"Show Notice if JavaScript is Disabled","Hiển thị thông báo nếu JavaScript bị vô hiệu hóa"
"Static Blocks","Khối tĩnh"
"Status","Trạng thái"
"Storage Root","Bộ nhớ gốc"
"Store View","Cửa hàng"
"Template","Mẫu"
"The block has been deleted.","Khối đã bị xóa."
"The block has been saved.","Khối đã được lưu lại."
"The directory %s is not writable by server.","Thư mục %s không thể ghi bởi máy chủ."
"The page URL key cannot consist only of numbers.","URL key của trang không thể chỉ chứa số."
"The page URL key contains capital letters or disallowed symbols.","URL key của trang chứa chữ viết hoa hoặc biểu tượng không được phép."
"The page has been deleted.","Trang đã bị xóa."
"The page has been saved.","Trang đã được lưu."
"The static block content cannot contain  directive with its self.","Nội dung khối tĩnh không thể chứa chỉ thị của nó."
"This block no longer exists.","Khối này không tồn tại."
"This page no longer exists.","Trang này không tồn tại."
"Title","Tiêu đề"
"URL Key","URL Key"
"Unable to find a block to delete.","Không tìm thấy khối để xóa."
"Unable to find a page to delete.","Không tìm thấy trang để xóa."
"WYSIWYG Options","Các tùy chọn WYSIWYG"
"px.","px."
